granularity;manufacturer;device;series;manufacturer_type;catalog_number;rated_current_A;poles_total;poles_protected;pole_configuration;characteristic;breaking_capacity_kA;residual_current_mA;rcd_type;voltage_type;heat_loss_W;heat_loss_basis;catalog_status;verification;notes;source_url
variant;ABB;Jistič;S200;S200 3P B6;;6;3;3;3P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P C6;;6;3;3;3P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P D6;;6;3;3;3P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P B6;;6;4;4;4P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P C6;;6;4;4;4P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P D6;;6;4;4;4P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P B8;;8;1;1;1P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P C8;;8;1;1;1P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P D8;;8;1;1;1P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P B8;;8;2;2;2P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P C8;;8;2;2;2P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P D8;;8;2;2;2P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P B8;;8;3;3;3P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P C8;;8;3;3;3P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P D8;;8;3;3;3P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P B8;;8;4;4;4P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P C8;;8;4;4;4P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P D8;;8;4;4;4P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P B10;;10;1;1;1P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P C10;;10;1;1;1P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P D10;;10;1;1;1P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P B10;;10;2;2;2P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P C10;;10;2;2;2P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P D10;;10;2;2;2P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P B10;;10;3;3;3P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P C10;;10;3;3;3P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P D10;;10;3;3;3P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P B10;;10;4;4;4P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P C10;;10;4;4;4P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P D10;;10;4;4;4P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P B13;;13;1;1;1P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P C13;;13;1;1;1P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P D13;;13;1;1;1P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P B13;;13;2;2;2P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P C13;;13;2;2;2P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P D13;;13;2;2;2P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P B13;;13;3;3;3P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P C13;;13;3;3;3P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P D13;;13;3;3;3P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P B13;;13;4;4;4P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P C13;;13;4;4;4P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P D13;;13;4;4;4P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P B16;;16;1;1;1P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P C16;;16;1;1;1P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P D16;;16;1;1;1P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P B16;;16;2;2;2P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P C16;;16;2;2;2P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P D16;;16;2;2;2P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P B16;;16;3;3;3P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P C16;;16;3;3;3P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P D16;;16;3;3;3P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P B16;;16;4;4;4P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P C16;;16;4;4;4P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P D16;;16;4;4;4P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P B20;;20;1;1;1P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P C20;;20;1;1;1P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P D20;;20;1;1;1P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P B20;;20;2;2;2P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P C20;;20;2;2;2P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P D20;;20;2;2;2P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P B20;;20;3;3;3P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P C20;;20;3;3;3P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P D20;;20;3;3;3P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P B20;;20;4;4;4P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P C20;;20;4;4;4P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P D20;;20;4;4;4P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P B25;;25;1;1;1P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P C25;;25;1;1;1P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P D25;;25;1;1;1P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P B25;;25;2;2;2P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P C25;;25;2;2;2P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P D25;;25;2;2;2P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P B25;;25;3;3;3P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P C25;;25;3;3;3P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P D25;;25;3;3;3P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P B25;;25;4;4;4P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P C25;;25;4;4;4P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P D25;;25;4;4;4P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P B32;;32;1;1;1P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P C32;;32;1;1;1P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P D32;;32;1;1;1P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P B32;;32;2;2;2P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P C32;;32;2;2;2P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P D32;;32;2;2;2P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P B32;;32;3;3;3P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P C32;;32;3;3;3P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P D32;;32;3;3;3P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P B32;;32;4;4;4P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P C32;;32;4;4;4P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P D32;;32;4;4;4P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P B40;;40;1;1;1P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P C40;;40;1;1;1P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P D40;;40;1;1;1P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P B40;;40;2;2;2P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P C40;;40;2;2;2P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P D40;;40;2;2;2P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P B40;;40;3;3;3P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P C40;;40;3;3;3P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P D40;;40;3;3;3P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P B40;;40;4;4;4P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P C40;;40;4;4;4P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 4P D40;;40;4;4;4P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P B50;;50;1;1;1P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P C50;;50;1;1;1P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 1P D50;;50;1;1;1P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P B50;;50;2;2;2P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P C50;;50;2;2;2P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 2P D50;;50;2;2;2P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P B50;;50;3;3;3P;B;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P C50;;50;3;3;3P;C;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
variant;ABB;Jistič;S200;S200 3P D50;;50;3;3;3P;D;6;;;AC;;;current;catalog_matrix;;https://library.e.abb.com/public/ebd37fb8b69e4608b50fb23477a058db/ABB_System%20proMcompact_katalogSK17.pdf
